message_date,sender,message_text,service_type
2025-05-18 07:01:00,Me,,iMessage
2025-05-18 07:04:21,Thad Norman,I’ll email them now for the return label,iMessage
2025-05-18 07:57:33,Thad Norman,,iMessage
2025-05-18 08:45:46,Me,,iMessage
2025-05-18 08:46:05,Me,We’re heading to Quail Hollow so I won’t be back til later today.,iMessage
2025-05-18 08:47:28,Me,,iMessage
2025-05-18 08:48:22,Thad Norman,Is this video spot on how to export each website?,iMessage
2025-05-18 08:48:23,Me,,iMessage
2025-05-18 08:48:35,Thad Norman,+https://www.youtube.com/watch?v=qC1IcI2XtGE,iMessage
2025-05-18 08:49:16,Me,Dhttps://deliciousbrains.com/wp-migrate-db-pro/doc/full-site-exports/,iMessage
2025-05-18 08:49:16,Me,Here you go,iMessage
2025-05-18 08:49:33,Me,If you send me one more link to one of these videos 😆,iMessage
2025-05-18 08:49:56,Thad Norman,"Sorry man, just trying to get copies of the websites before I lose access to anymore sites",iMessage
2025-05-18 08:50:08,Me,I understand lol I’m giving you shit.,iMessage
2025-05-18 08:50:20,Me,Don’t forget I was ready to go Friday and you had amnesia about your 2FA setup!,iMessage
2025-05-18 08:50:36,Me,😉,iMessage
2025-05-18 08:57:07,Thad Norman,It had been a week and didn’t have all my ducks in a row then,iMessage
2025-05-18 09:06:26,Thad Norman,Giving it my first go on Phantom,iMessage
2025-05-18 09:10:12,Thad Norman,Sharing this just to be thorough,iMessage
2025-05-18 09:29:05,Thad Norman,Can you check if those selections look good before I start knocking these out?,iMessage
2025-05-18 10:09:30,Me,Actually hang on,iMessage
2025-05-18 10:10:15,Me,,iMessage
2025-05-18 10:10:18,Me,Everything else is good,iMessage
2025-05-18 10:11:06,Me,And enable this one,iMessage
2025-05-18 10:11:35,Me,Then drag and drop those zip files into a shared Google Drive folder and share that entire folder with me please,iMessage
2025-05-18 11:10:54,Thad Norman,,iMessage
2025-05-18 11:21:57,Thad Norman,"Got the final count 100%, it’s 53 total websites",iMessage
2025-05-18 11:30:14,Me,,iMessage
2025-05-18 11:30:17,Me,,iMessage
2025-05-18 11:34:59,Thad Norman,Dropping all website backups into this folder:,iMessage
2025-05-18 11:34:59,Thad Norman,Thttps://drive.google.com/drive/folders/12zQ8WGA9b0oCdl_W7qQw3KkV4JKwAed5?usp=sharing,iMessage
2025-05-18 12:03:24,Thad Norman,,iMessage
2025-05-18 12:30:02,Thad Norman,,iMessage
2025-05-18 12:36:00,Me,,iMessage
2025-05-18 12:37:06,Thad Norman,,iMessage
2025-05-18 13:03:45,Thad Norman,I did confirm he’s using SiteGround for all of these based on this,iMessage
2025-05-19 08:35:33,Thad Norman,"Good morning sir, I got 10 total websites zipped yesterday. Most of the Other Files were different than the first one so I just selected all Other Files when they didn’t match what you said not to zip before. 

I just wanted to let you know I’m waiting until the afternoons to keep zipping these. Ideally trying to make sure the Phantom website gets staged then we can go through a full DNS record change on that next since it’s not with Bren. 

After that, I’d like to get one more site staged and make sure the exports I’m doing are working properly then I can keep pumping through zipping the rest for you.",iMessage
2025-05-19 08:36:25,Me,"Liked “Good morning sir, I got 10 total websites zipped yesterday. Most of the Other Files were different than the first one so I just selected all Other Files when they didn’t match what you said not to zip before. 

I just wanted to let you know I’m waiting until the afternoons to keep zipping these. Ideally trying to make sure the Phantom website gets staged then we can go through a full DNS record change on that next since it’s not with Bren. 

After that, I’d like to get one more site staged and make sure the exports I’m doing are working properly then I can keep pumping through zipping the rest for you.”",iMessage
2025-05-19 08:38:17,Me,"I’ll get your first staging for Phantom set up as soon as Samira gets back and relieves me of my duties with Ava. 

First thing on my list before I have to get at some other items this morning, but will definitely get the staging set and the test import completed.",iMessage
2025-05-19 08:39:52,Thad Norman,,iMessage
2025-05-19 08:40:31,Me,No that’s perfect!,iMessage
2025-05-19 08:41:38,Me,This is getting initiated this morning. Been looking forward to it 💪🏽,iMessage
2025-05-19 08:42:07,Thad Norman,,iMessage
2025-05-19 08:42:22,Me,Laughed at an image,iMessage
2025-05-19 08:42:24,Thad Norman,Literally my favorite gif!,iMessage
2025-05-19 08:42:40,Me,For good reason! 🔥,iMessage
2025-05-19 09:14:49,Me,Configuring the server now — hooking it up to velocityhosting.tech,iMessage
2025-05-19 09:15:39,Thad Norman,"I just got an email notification of the DNS change, do you want me to forward you that?",iMessage
2025-05-19 09:15:52,Me,"Wouldn’t hurtiI
NSDictionary",iMessage
2025-05-19 09:16:07,Thad Norman,"My bad, you’re on it too",iMessage
2025-05-19 09:16:34,Me,"Oh ok yeah just saw it come through. We’re probably receiving the same emails, which is good.",iMessage
2025-05-19 09:21:25,Me,Server is rebooting so might be a minute until I have another update for you,iMessage
2025-05-19 09:23:20,Me,"Not urgent but speaking from experience having used both platforms extensively, I highly recommend you switch away from Google Workspace and go to the Microsoft Copilot suite. MS Teams is just as powerful as Slack and it comes w/ each Office 365 subscription.",iMessage
2025-05-19 09:24:18,Me,,iMessage
2025-05-19 09:24:37,Me,We can talk about that later though.,iMessage
2025-05-19 09:25:37,Thad Norman,,iMessage
2025-05-19 09:26:07,Me,,iMessage
2025-05-19 09:26:11,Me,,iMessage
2025-05-19 09:26:36,Me,Alright server is rebooted. So we’re rocking. Going to test out the first migration. Standby.,iMessage
2025-05-19 09:27:45,Thad Norman,Most of the companies I support are smaller. I understand the thought for bigger organizations and the bigger ones I work with often have something like that in place. I do have a couple big ones we could talk to about helping manage that for them going forward.,iMessage
2025-05-19 09:27:55,Thad Norman,Sweet! It’s like Christmas morning,iMessage
2025-05-19 09:29:29,Me,"Well this is mainly for you, internally.",iMessage
2025-05-19 09:29:48,Me,I’ll explain later. One thing at a time 🤓,iMessage
2025-05-19 09:30:42,Thad Norman,,iMessage
2025-05-19 10:22:32,Thad Norman,,iMessage
2025-05-19 12:28:09,Thad Norman,,iMessage
2025-05-19 15:07:38,Me,%https://phantom.velocityhosting.tech/,iMessage
2025-05-19 15:07:38,Me,,iMessage
2025-05-19 15:10:02,Me,"I spent all morning hardening the security on your VPS. Was pretty intensive, given the default out-of-the-box configurations are completely out of wack from a security standpoint. There were already over 1,000 brute force server-login attempts logged. So we needed to get that addressed ASAP. That’s done. Once I did that, I realized that the plugin we were using wasn’t the best for migrating sites from SiteGround. So we’re going to use Duplicator Pro instead. Know you already created .zip’s using WP Migrate, but that’s why I was telling you I felt it was best you held off on doing backups until after I was able to test Phantom. Realize you wanted to get copies in-hand in case he tried any funny business, but hopefully he hasn’t done anything significant in the last 48 hours and you can go through and re-run the backups. I can help with that too, but I need a login credential to each one. You may have sent those already?",iMessage
2025-05-19 15:12:01,Me,,iMessage
2025-05-19 15:13:11,Me,"Once you install that plugin, follow the directions on this page for backing up each site. Start with one and then let me move it onto the server. Once we confirm another successful migration, then we can go full-speed ahead and complete backups for the rest of the sites. Here is the link to how to set up your first backup:",iMessage
2025-05-19 15:13:15,Me,2https://duplicator.com/knowledge-base/backup-site/,iMessage
2025-05-19 15:14:08,Me,,iMessage
2025-05-19 15:14:24,Me,Yeah I can handle that,iMessage
2025-05-19 16:28:59,Thad Norman,,iMessage
2025-05-19 16:29:15,Thad Norman,That’s for your roller shade motor,iMessage
2025-05-19 16:48:33,Thad Norman,,iMessage
2025-05-19 17:52:10,Thad Norman,I just tried to click on it and it didn’t load for me for some reason,iMessage
2025-05-19 17:56:59,Thad Norman,,iMessage
2025-05-19 18:15:51,Me,Thank you,iMessage
2025-05-19 18:17:11,Me,"Bluehost is notorious for taking its sweet ass time propagating DNS changes. It’s set to 4 hours so it should be live by 7-7:30. I can see the site on my Mac.

I know the workaround now for future sites we move over. But this one was set to the default 4 hours TTL.",iMessage
2025-05-19 18:19:31,Thad Norman,"No worries, it’s a learning process on this first one. The bit about the zips sucks but not the end of the world. I learned A LOT yesterday doing all those and built an 8-9 point checklist for it so feeling good about exporting these for you. We still seem to be under the radar so just trying to keep it that way cautiously.",iMessage
2025-05-19 18:20:18,Me,,iMessage
2025-05-19 18:21:44,Me,"Yeah sorry we can’t go with WP-migrate. I was hopeful. I’m used to going server to server with migrations rather that website to server so I was hopeful it would play nicely with my workflow.

In terms of Duplicator Pro — I experimented with several ways to try and migrate but I think the zip is the best and most reliable. Will move fast once you shovel the new zips over to me.",iMessage
2025-05-19 18:23:35,Thad Norman,,iMessage
2025-05-19 18:48:52,Thad Norman,,iMessage
2025-05-19 18:49:06,Me,"IrrelevantiI
NSDictionary",iMessage
2025-05-19 18:52:58,Me,*https://apple.news/A2fVk7PixRHSbyzKdj8oMBw,iMessage
2025-05-19 18:53:05,Me,,iMessage
2025-05-20 07:22:41,Thad Norman,,iMessage
2025-05-20 07:22:42,Thad Norman,chttps://pagespeed.web.dev/analysis/https-phantom-velocityhosting-tech/x1zh2mzsgu?form_factor=mobile,iMessage
2025-05-20 07:25:30,Me,"We’re all set. Another server configuration nuance I needed to resolve for you, but I got the site propagating late last night.

Let’s start the assembly line. Need to zip up the remaining sites using Duplicator Pro. Then we need to stage the domains in Cloudflare. Once all the domains are staged and all the sites have been loaded onto subdomains, we’ll “flip the switch” and point the real website URL’s at the new website files on your server.",iMessage
2025-05-20 07:25:31,Me,%https://phantom.velocityhosting.tech/,iMessage
2025-05-20 07:26:04,Thad Norman,Got a second for a call this morning? Got an idea on this whenever you have a free minute,iMessage
2025-05-20 07:36:16,Me,"I free up around 9a. Lucky you, I have a WP Rocket config for you already.",iMessage
2025-05-20 07:36:55,Thad Norman,,iMessage
2025-05-20 07:38:21,Me,I had that text queued up to text you on Send Later. Funny it sent right after you texted me.,iMessage
2025-05-20 08:52:49,Me,Care you jump on this link? I have a hard stop at 9:30 but can jump back later on today if we need to connect again,iMessage
2025-05-20 08:52:50,Me,,iMessage
2025-05-20 08:53:11,Me,Want to show you the site export process,iMessage
2025-05-20 08:53:16,Thad Norman,I’m jumping in now,iMessage
2025-05-20 08:53:21,Me,,iMessage
2025-05-20 14:58:29,Thad Norman,"Good afternoon, got time for a call? I had a 3 PM but he’s not answering, no rush if not",iMessage
2025-05-20 14:59:09,Me,"Can’t do a call, but can text — everything good?",iMessage
2025-05-20 14:59:30,Thad Norman,"All good, just circling back from this morning",iMessage
2025-05-20 15:15:23,Thad Norman,"Phantom hadn’t shared domain registration access yet, I’m on the phone with him now and he’s adding my email as well as the hosting email to it now. Do you want to go ahead and try updating his DNS records so that site is live? The support email never got access so we’re good to go on that one.",iMessage
2025-05-20 15:40:06,Me,When?,iMessage
2025-05-20 15:40:12,Me,Today?,iMessage
2025-05-20 15:41:29,Thad Norman,"Yes sir, go for it!",iMessage
2025-05-20 15:46:34,Me,Where are his current DNS records being hosted? Including his nameservers.,iMessage
2025-05-20 15:50:41,Thad Norman,"Namecheap, there should be an email invite in the hosting email inbox to access them",iMessage
2025-05-20 15:52:02,Me,"An invite to access them, as in an invite to create a Namecheap account and then access his records?",iMessage
2025-05-20 15:52:31,Me,"If so, go ahead and create those logins and then shoot me the username and password in this chat",iMessage
2025-05-20 15:52:38,Thad Norman,"Yes sir, didn’t know if that’d be good to do as well as a safeguard",iMessage
2025-05-20 15:52:42,Me,No that’s a good idea,iMessage
2025-05-20 15:53:39,Me,I’m just going to be up against the wire when I get to it. I’m simultaneously preparing a migration plan for you while I’m on another call. So if you can have the account created and all that then I can get right in. Not the long term process but will work for proof of concept which is how I am treating Phantom right now.,iMessage
2025-05-20 15:54:10,Thad Norman,"No rush to do it today, it can wait until tomorrow if you’re slammed the rest of the day",iMessage
2025-05-20 16:11:24,Me,Made me change the password upon initial login for seo@velocity-hosting.com email: Mh=bh4N8ZQLu4dM%1,iMessage
